id_medidor,id_cliente,marca,diametro_mm,fecha_instalacion,antiguedad_anios,fecha_ultima_verificacion_metrologica,requiere_verificacion,estado_medidor
MD-00705,CL-00705,Elster,13,2015-12-18,10,2023-03-12,False,Activo
MD-00706,CL-00706,Zenner,13,2020-03-02,5,2021-07-01,False,Activo
MD-00707,CL-00707,Itron,19,2013-09-16,12,2024-01-28,False,Activo
MD-00708,CL-00708,Actaris,15,2014-05-07,11,2026-02-19,False,Activo
MD-00709,CL-00709,Actaris,13,2013-11-26,12,2023-01-31,False,Activo
MD-00710,CL-00710,Actaris,13,2019-10-15,6,2021-12-11,False,Activo
MD-00711,CL-00711,Actaris,19,2021-07-02,4,2024-02-28,False,Activo
MD-00712,CL-00712,Actaris,19,2016-03-09,9,2023-02-16,False,Activo
MD-00713,CL-00713,Zenner,13,2016-03-07,9,2020-08-29,True,Activo
MD-00714,CL-00714,Elster,38,2018-04-11,7,2025-08-09,False,Activo
MD-00715,CL-00715,Actaris,13,2015-11-01,10,2026-01-29,False,Activo
MD-00716,CL-00716,Zenner,19,2020-02-27,5,2024-02-16,False,Activo
MD-00717,CL-00717,Itron,13,2024-11-01,1,,False,Activo
MD-00718,CL-00718,Elster,15,2014-07-01,11,2026-03-29,False,Activo
MD-00719,CL-00719,Sensus,19,2022-03-19,3,2023-02-26,False,Activo
MD-00720,CL-00720,Elster,13,2014-10-05,11,2023-07-04,False,Activo
MD-00721,CL-00721,Sensus,13,2014-06-10,11,2020-11-23,True,Activo
MD-00722,CL-00722,Elster,38,2020-05-17,5,2022-07-21,False,Activo
MD-00723,CL-00723,Actaris,15,2021-10-21,4,2024-10-24,False,Activo
MD-00724,CL-00724,Actaris,13,2011-12-26,14,2024-11-12,False,Activo
MD-00725,CL-00725,Actaris,13,2015-01-16,10,2025-06-20,False,Activo
MD-00726,CL-00726,Itron,13,2011-08-16,14,2023-10-12,False,Activo
MD-00727,CL-00727,Sensus,13,2020-11-06,5,2026-01-17,False,Activo
MD-00728,CL-00728,Elster,19,2015-06-14,10,2021-04-16,False,Activo
MD-00729,CL-00729,Actaris,13,2018-01-21,7,2024-08-08,False,Activo
MD-00730,CL-00730,Zenner,13,2020-05-24,5,2024-11-18,False,Activo
MD-00731,CL-00731,Actaris,13,2012-02-25,13,2023-03-09,False,Activo
MD-00732,CL-00732,Actaris,15,2011-10-10,14,2024-08-07,False,Activo
MD-00733,CL-00733,Actaris,13,2022-04-13,3,2021-02-20,False,Activo
MD-00734,CL-00734,Actaris,13,2019-09-08,6,2021-07-30,False,Activo
MD-00735,CL-00735,Actaris,13,2014-06-14,11,2025-02-07,False,Activo
MD-00736,CL-00736,Actaris,13,2017-09-27,8,2022-03-22,False,Activo
MD-00737,CL-00737,Zenner,15,2023-01-11,2,,False,Activo
MD-00738,CL-00738,Sensus,13,2019-05-10,6,2021-11-30,False,Activo
MD-00739,CL-00739,Sensus,15,2015-10-14,10,2025-03-11,False,Activo
MD-00740,CL-00740,Sensus,13,2021-11-01,4,2026-01-22,False,Activo
MD-00741,CL-00741,Actaris,13,2017-06-03,8,2023-09-22,False,Activo
MD-00742,CL-00742,Sensus,15,2021-02-26,4,2020-10-08,False,Activo
MD-00743,CL-00743,Actaris,13,2024-12-22,1,,False,Activo
MD-00744,CL-00744,Elster,13,2018-04-01,7,2023-07-21,False,Activo
MD-00745,CL-00745,Actaris,15,2025-05-20,0,,False,Activo
MD-00746,CL-00746,Itron,13,2011-03-14,14,2025-08-22,False,Activo
MD-00747,CL-00747,Elster,13,2014-10-13,11,2021-01-30,False,Activo
MD-00748,CL-00748,Zenner,13,2016-03-24,9,2022-04-16,False,Activo
MD-00749,CL-00749,Itron,13,2018-11-17,7,2021-06-14,False,Activo
MD-00750,CL-00750,Itron,19,2011-09-02,14,2021-05-30,False,Activo
MD-00751,CL-00751,Itron,25,2016-03-04,9,2024-03-09,False,Activo
MD-00752,CL-00752,Sensus,38,2013-10-11,12,2021-12-29,False,Activo
MD-00753,CL-00753,Itron,13,2017-10-18,8,2022-04-29,False,Activo
MD-00754,CL-00754,Sensus,13,2014-07-17,11,2020-10-25,True,Activo
MD-00755,CL-00755,Zenner,13,2011-02-09,14,2024-08-13,False,Activo
MD-00756,CL-00756,Elster,13,2021-04-13,4,2023-11-10,False,Activo
MD-00757,CL-00757,Elster,15,2023-06-04,2,,False,Activo
MD-00758,CL-00758,Actaris,13,2016-03-01,9,2025-04-02,False,Activo
MD-00759,CL-00759,Actaris,13,2020-08-11,5,2021-12-18,False,Activo
MD-00760,CL-00760,Zenner,25,2021-04-04,4,2022-01-06,False,Activo
MD-00761,CL-00761,Elster,13,2021-02-18,4,2021-05-02,False,Activo
MD-00762,CL-00762,Zenner,15,2024-05-04,1,,False,Activo
MD-00763,CL-00763,Actaris,13,2019-06-26,6,2022-09-17,False,Activo
MD-00764,CL-00764,Elster,13,2014-03-09,11,2022-10-07,False,Activo
MD-00765,CL-00765,Itron,13,2022-11-01,3,2022-10-23,False,Activo
MD-00766,CL-00766,Sensus,13,2016-03-20,9,2021-08-25,False,Activo
MD-00767,CL-00767,Sensus,13,2023-11-05,2,,False,Activo
MD-00768,CL-00768,Zenner,13,2014-07-14,11,2024-03-13,False,Activo
MD-00769,CL-00769,Sensus,25,2025-10-10,0,,False,Activo
MD-00770,CL-00770,Elster,13,2021-10-09,4,2021-03-14,False,Activo
MD-00771,CL-00771,Elster,13,2022-02-09,3,2022-07-12,False,Activo
MD-00772,CL-00772,Sensus,13,2024-09-15,1,,False,Activo
MD-00773,CL-00773,Sensus,13,2013-04-18,12,2024-01-31,False,Activo
MD-00774,CL-00774,Itron,15,2014-07-16,11,2025-01-11,False,Activo
MD-00775,CL-00775,Actaris,15,2023-02-10,2,,False,Activo
MD-00776,CL-00776,Elster,19,2016-04-26,9,2024-04-24,False,Activo
MD-00777,CL-00777,Elster,25,2013-04-23,12,2021-09-14,False,Activo
MD-00778,CL-00778,Sensus,15,2021-08-12,4,2021-01-18,False,Activo
MD-00779,CL-00779,Elster,13,2020-05-13,5,2025-08-24,False,Activo
MD-00780,CL-00780,Zenner,15,2025-03-18,0,,False,Activo
MD-00781,CL-00781,Sensus,13,2016-09-09,9,2021-10-04,False,Activo
MD-00782,CL-00782,Itron,13,2023-04-25,2,,False,Activo
MD-00783,CL-00783,Elster,13,2014-03-23,11,2022-05-02,False,Activo
MD-00784,CL-00784,Zenner,15,2020-09-12,5,2023-02-26,False,Activo
MD-00785,CL-00785,Sensus,15,2024-05-26,1,,False,Activo
MD-00786,CL-00786,Sensus,15,2018-11-25,7,2024-03-25,False,Activo
MD-00787,CL-00787,Itron,38,2019-06-22,6,2021-11-21,False,Activo
MD-00788,CL-00788,Actaris,13,2016-09-24,9,2025-04-24,False,Activo
MD-00789,CL-00789,Sensus,19,2014-10-17,11,2025-11-10,False,Activo
MD-00790,CL-00790,Sensus,13,2022-02-11,3,2024-08-27,False,Activo
MD-00791,CL-00791,Zenner,13,2021-04-08,4,2025-09-03,False,Activo
MD-00792,CL-00792,Sensus,13,2020-05-27,5,2024-07-11,False,Activo
MD-00793,CL-00793,Sensus,13,2013-12-08,12,2024-01-19,False,Activo
MD-00794,CL-00794,Elster,15,2017-03-20,8,2023-06-11,False,Activo
MD-00795,CL-00795,Itron,13,2015-08-19,10,2024-08-10,False,Activo
MD-00796,CL-00796,Sensus,13,2016-11-19,9,2021-03-07,False,Activo
MD-00797,CL-00797,Elster,13,2019-12-09,6,2020-08-19,True,Activo
MD-00798,CL-00798,Sensus,13,2023-01-15,2,,False,Activo
MD-00799,CL-00799,Zenner,13,2018-05-10,7,2021-06-03,False,Activo
MD-00800,CL-00800,Actaris,13,2025-10-05,0,,False,Activo
MD-00801,CL-00801,Itron,15,2015-07-01,10,2024-01-18,False,Activo
MD-00802,CL-00802,Actaris,38,2021-10-16,4,2026-03-26,False,Activo
MD-00803,CL-00803,Sensus,19,2016-01-17,9,2026-02-26,False,Activo
MD-00804,CL-00804,Sensus,15,2012-02-06,13,2024-03-03,False,Activo
MD-00805,CL-00805,Zenner,13,2015-09-08,10,2022-11-17,False,Activo
MD-00806,CL-00806,Sensus,13,2019-10-06,6,2025-03-26,False,Activo
MD-00807,CL-00807,Sensus,25,2023-06-19,2,,False,Activo
MD-00808,CL-00808,Actaris,13,2021-09-10,4,2022-07-30,False,Activo
MD-00809,CL-00809,Elster,25,2017-04-02,8,2020-12-03,True,Activo
MD-00810,CL-00810,Itron,13,2023-10-02,2,,False,Activo
MD-00811,CL-00811,Itron,15,2011-10-24,14,2023-04-02,False,Activo
MD-00812,CL-00812,Sensus,25,2025-03-03,0,,False,Activo
MD-00813,CL-00813,Itron,13,2022-12-05,3,2025-09-07,False,Activo
MD-00814,CL-00814,Elster,15,2012-04-05,13,2023-08-06,False,Activo
MD-00815,CL-00815,Actaris,13,2011-02-12,14,2025-08-04,False,Activo
MD-00816,CL-00816,Zenner,38,2021-08-03,4,2021-05-21,False,Activo
MD-00817,CL-00817,Zenner,13,2016-03-16,9,2024-03-23,False,Activo
MD-00818,CL-00818,Sensus,13,2017-11-16,8,2025-01-01,False,Activo
MD-00819,CL-00819,Sensus,15,2023-02-24,2,,False,Activo
MD-00820,CL-00820,Actaris,13,2023-08-26,2,,False,Activo
MD-00821,CL-00821,Elster,13,2012-09-16,13,2024-12-04,False,Activo
MD-00822,CL-00822,Elster,15,2020-10-18,5,2023-06-23,False,Activo
MD-00823,CL-00823,Actaris,19,2021-09-01,4,2025-06-17,False,Activo
MD-00824,CL-00824,Zenner,13,2015-06-23,10,2021-06-22,False,Activo
MD-00825,CL-00825,Sensus,25,2013-01-27,12,2021-02-15,False,Activo
MD-00826,CL-00826,Sensus,13,2014-07-12,11,2023-11-03,False,Activo
MD-00827,CL-00827,Elster,25,2020-07-05,5,2022-12-03,False,Activo
MD-00828,CL-00828,Elster,13,2021-03-27,4,2025-12-09,False,Activo
MD-00829,CL-00829,Actaris,38,2011-01-07,14,2025-04-05,False,Activo
MD-00830,CL-00830,Elster,13,2014-11-23,11,2023-03-13,False,Activo
MD-00831,CL-00831,Sensus,15,2017-11-03,8,2024-08-13,False,Activo
MD-00832,CL-00832,Zenner,13,2021-10-05,4,2023-02-24,False,Activo
MD-00833,CL-00833,Zenner,15,2013-04-06,12,2023-06-12,False,Activo
MD-00834,CL-00834,Elster,13,2024-09-26,1,,False,Activo
MD-00835,CL-00835,Actaris,19,2025-01-19,0,,False,Activo
MD-00836,CL-00836,Itron,15,2014-09-25,11,2025-03-06,False,Activo
MD-00837,CL-00837,Actaris,13,2012-05-02,13,2022-09-10,False,Activo
MD-00838,CL-00838,Zenner,13,2020-03-21,5,2023-12-06,False,Activo
MD-00839,CL-00839,Elster,13,2018-08-22,7,2024-08-19,False,Activo
MD-00840,CL-00840,Sensus,13,2024-04-16,1,,False,Activo
MD-00841,CL-00841,Elster,13,2013-10-07,12,2023-06-19,False,Activo
MD-00842,CL-00842,Zenner,13,2012-08-16,13,2023-03-12,False,Activo
MD-00843,CL-00843,Actaris,25,2024-07-18,1,,False,Activo
MD-00844,CL-00844,Actaris,13,2024-04-17,1,,False,Activo
MD-00845,CL-00845,Sensus,13,2017-10-24,8,2022-04-17,False,Activo
MD-00846,CL-00846,Actaris,13,2019-04-26,6,2025-08-23,False,Activo
MD-00847,CL-00847,Actaris,15,2023-10-18,2,,False,Activo
MD-00848,CL-00848,Elster,13,2012-01-01,13,2024-12-25,False,Activo
MD-00849,CL-00849,Elster,13,2019-09-11,6,2025-08-01,False,Activo
MD-00850,CL-00850,Actaris,13,2013-04-19,12,2021-01-09,False,Activo
MD-00851,CL-00851,Elster,19,2013-02-23,12,2025-09-20,False,Activo
MD-00852,CL-00852,Actaris,15,2024-09-01,1,,False,Activo
MD-00853,CL-00853,Itron,15,2023-11-06,2,,False,Activo
MD-00854,CL-00854,Zenner,25,2024-04-25,1,,False,Activo
MD-00855,CL-00855,Itron,15,2018-05-11,7,2020-11-16,True,Activo
MD-00856,CL-00856,Itron,13,2013-01-16,12,2022-03-08,False,Activo
MD-00857,CL-00857,Elster,15,2018-12-03,7,2020-11-05,True,Activo
MD-00858,CL-00858,Elster,13,2015-04-16,10,2025-05-24,False,Activo
MD-00859,CL-00859,Zenner,15,2020-08-27,5,2021-08-09,False,Activo
MD-00860,CL-00860,Actaris,13,2017-12-21,8,2021-04-29,False,Activo
MD-00861,CL-00861,Elster,15,2022-06-07,3,2024-06-01,False,Activo
MD-00862,CL-00862,Sensus,15,2021-06-13,4,2024-12-29,False,Activo
MD-00863,CL-00863,Sensus,19,2013-10-25,12,2023-08-31,False,Activo
MD-00864,CL-00864,Itron,19,2012-10-24,13,2023-11-26,False,Activo
MD-00865,CL-00865,Zenner,13,2016-01-14,9,2023-11-14,False,Activo
MD-00866,CL-00866,Elster,13,2018-06-27,7,2020-09-28,True,Activo
MD-00867,CL-00867,Sensus,19,2022-02-14,3,2021-10-25,False,Activo
MD-00868,CL-00868,Zenner,15,2017-12-03,8,2026-03-07,False,Activo
MD-00869,CL-00869,Zenner,13,2020-03-21,5,2024-05-14,False,Activo
MD-00870,CL-00870,Zenner,15,2011-11-17,14,2025-10-28,False,Activo
MD-00871,CL-00871,Itron,13,2023-12-15,2,,False,Activo
MD-00872,CL-00872,Sensus,13,2011-02-11,14,2021-07-23,False,Activo
MD-00873,CL-00873,Sensus,13,2022-04-04,3,2022-06-09,False,Activo
MD-00874,CL-00874,Itron,13,2015-10-19,10,2022-12-09,False,Activo
MD-00875,CL-00875,Actaris,13,2024-11-08,1,,False,Activo
MD-00876,CL-00876,Sensus,15,2024-07-18,1,,False,Activo
MD-00877,CL-00877,Zenner,13,2023-11-12,2,,False,Activo
MD-00878,CL-00878,Elster,15,2019-08-11,6,2025-02-08,False,Activo
MD-00879,CL-00879,Actaris,13,2015-03-16,10,2020-10-27,True,Activo
MD-00880,CL-00880,Actaris,19,2014-02-23,11,2024-06-06,False,Activo
MD-00881,CL-00881,Elster,38,2014-08-09,11,2020-10-28,True,Activo
MD-00882,CL-00882,Sensus,13,2021-05-26,4,2020-08-03,False,Activo
MD-00883,CL-00883,Itron,13,2023-01-17,2,,False,Activo
MD-00884,CL-00884,Itron,19,2020-06-14,5,2025-03-23,False,Activo
MD-00885,CL-00885,Actaris,13,2014-02-02,11,2025-04-09,False,Activo
MD-00886,CL-00886,Zenner,13,2019-12-14,6,2022-03-06,False,Activo
MD-00887,CL-00887,Itron,13,2012-06-19,13,2024-08-25,False,Activo
MD-00888,CL-00888,Sensus,38,2021-08-24,4,2023-04-18,False,Activo
MD-00889,CL-00889,Elster,25,2011-11-22,14,2022-08-17,False,Activo
MD-00890,CL-00890,Zenner,15,2014-09-11,11,2024-04-16,False,Activo
MD-00891,CL-00891,Sensus,13,2019-07-21,6,2023-10-04,False,Activo
MD-00892,CL-00892,Actaris,25,2016-03-20,9,2024-11-18,False,Activo
MD-00893,CL-00893,Sensus,15,2015-02-14,10,2021-12-24,False,Activo
MD-00894,CL-00894,Actaris,15,2018-10-22,7,2023-01-31,False,Activo
MD-00895,CL-00895,Actaris,13,2022-11-04,3,2023-07-27,False,Activo
MD-00896,CL-00896,Sensus,13,2024-08-07,1,,False,Activo
MD-00897,CL-00897,Zenner,19,2024-07-08,1,,False,Activo
MD-00898,CL-00898,Actaris,13,2019-12-14,6,2020-10-21,True,Activo
MD-00899,CL-00899,Zenner,13,2022-10-18,3,2025-11-14,False,Activo
MD-00900,CL-00900,Itron,13,2019-06-05,6,2025-07-09,False,Activo
MD-00901,CL-00901,Zenner,13,2011-10-26,14,2024-07-12,False,Activo
MD-00902,CL-00902,Itron,13,2014-11-08,11,2023-03-21,False,Activo
MD-00903,CL-00903,Sensus,13,2019-07-14,6,2020-12-20,True,Activo
MD-00904,CL-00904,Itron,15,2016-09-16,9,2025-10-07,False,Activo
MD-00905,CL-00905,Zenner,13,2013-10-25,12,2022-06-03,False,Activo
MD-00906,CL-00906,Itron,13,2017-03-07,8,2022-01-01,False,Activo
MD-00907,CL-00907,Itron,15,2011-04-19,14,2022-03-23,False,Activo
MD-00908,CL-00908,Elster,19,2021-11-15,4,2020-11-24,False,Activo
MD-00909,CL-00909,Actaris,25,2023-06-03,2,,False,Activo
MD-00910,CL-00910,Itron,13,2015-02-12,10,2023-10-24,False,Activo
MD-00911,CL-00911,Elster,15,2014-11-02,11,2021-07-01,False,Activo
MD-00912,CL-00912,Sensus,25,2013-01-10,12,2020-07-22,True,Activo
MD-00913,CL-00913,Zenner,15,2018-05-22,7,2021-12-13,False,Activo
MD-00914,CL-00914,Actaris,15,2020-12-08,5,2024-06-26,False,Activo
MD-00915,CL-00915,Zenner,13,2015-01-11,10,2021-07-21,False,Activo
MD-00916,CL-00916,Elster,13,2018-05-17,7,2025-04-26,False,Activo
MD-00917,CL-00917,Itron,25,2017-08-23,8,2021-07-31,False,Activo
MD-00918,CL-00918,Zenner,15,2011-05-22,14,2025-03-01,False,Activo
MD-00919,CL-00919,Sensus,13,2023-12-23,2,,False,Activo
MD-00920,CL-00920,Itron,15,2015-08-07,10,2024-12-24,False,Activo
MD-00921,CL-00921,Actaris,13,2012-06-08,13,2024-08-25,False,Activo
MD-00922,CL-00922,Zenner,19,2018-02-15,7,2020-12-31,False,Activo
MD-00923,CL-00923,Actaris,13,2025-04-22,0,,False,Activo
MD-00924,CL-00924,Actaris,13,2014-01-13,11,2025-01-19,False,Activo
MD-00925,CL-00925,Itron,13,2021-10-06,4,2022-11-10,False,Activo
MD-00926,CL-00926,Sensus,15,2025-04-25,0,,False,Activo
MD-00927,CL-00927,Zenner,19,2017-03-11,8,2021-04-08,False,Activo
MD-00928,CL-00928,Itron,13,2025-01-25,0,,False,Activo
MD-00929,CL-00929,Sensus,13,2022-07-21,3,2025-03-21,False,Activo
MD-00930,CL-00930,Zenner,19,2018-08-01,7,2023-01-03,False,Activo
MD-00931,CL-00931,Actaris,15,2014-08-03,11,2023-01-12,False,Activo
MD-00932,CL-00932,Zenner,19,2020-11-23,5,2020-08-04,True,Activo
MD-00933,CL-00933,Elster,13,2019-06-11,6,2023-10-07,False,Activo
MD-00934,CL-00934,Itron,15,2015-07-12,10,2024-08-07,False,Activo
MD-00935,CL-00935,Elster,13,2016-10-08,9,2024-08-15,False,Activo
MD-00936,CL-00936,Zenner,19,2013-07-23,12,2024-06-06,False,Activo
MD-00937,CL-00937,Actaris,15,2014-01-02,11,2024-09-30,False,Activo
MD-00938,CL-00938,Elster,19,2024-12-27,1,,False,Activo
MD-00939,CL-00939,Itron,13,2014-05-09,11,2026-06-25,False,Activo
MD-00940,CL-00940,Actaris,25,2019-05-13,6,2024-12-20,False,Activo
MD-00941,CL-00941,Actaris,13,2015-06-05,10,2024-02-21,False,Activo
MD-00942,CL-00942,Itron,38,2017-03-03,8,2023-05-03,False,Activo
MD-00943,CL-00943,Sensus,13,2019-05-23,6,2023-08-08,False,Activo
MD-00944,CL-00944,Itron,15,2018-01-20,7,2024-10-11,False,Activo
MD-00945,CL-00945,Itron,13,2025-10-12,0,,False,Activo
MD-00946,CL-00946,Actaris,15,2019-12-10,6,2024-06-05,False,Activo
MD-00947,CL-00947,Elster,15,2015-02-20,10,2023-02-10,False,Activo
MD-00948,CL-00948,Actaris,13,2018-08-08,7,2021-08-23,False,Activo
MD-00949,CL-00949,Zenner,19,2022-10-12,3,2020-10-17,False,Activo
MD-00950,CL-00950,Sensus,19,2025-09-07,0,,False,Activo
MD-00951,CL-00951,Sensus,19,2017-07-18,8,2022-08-30,False,Activo
MD-00952,CL-00952,Elster,13,2022-03-02,3,2021-01-09,False,Activo
MD-00953,CL-00953,Sensus,13,2024-08-25,1,,False,Activo
MD-00954,CL-00954,Elster,13,2011-11-10,14,2024-09-24,False,Activo
MD-00955,CL-00955,Zenner,15,2014-06-27,11,2021-02-19,False,Activo
MD-00956,CL-00956,Actaris,13,2017-10-27,8,2020-11-03,True,Activo
MD-00957,CL-00957,Itron,15,2012-06-08,13,2023-05-20,False,Activo
MD-00958,CL-00958,Sensus,38,2012-07-05,13,2020-08-04,True,Activo
MD-00959,CL-00959,Itron,15,2020-08-01,5,2021-03-23,False,Activo
MD-00960,CL-00960,Sensus,13,2024-02-07,1,,False,Activo
MD-00961,CL-00961,Elster,15,2012-07-14,13,2021-12-27,False,Activo
MD-00962,CL-00962,Sensus,38,2015-06-20,10,2023-11-26,False,Activo
MD-00963,CL-00963,Sensus,13,2014-01-27,11,2025-10-08,False,Activo
MD-00964,CL-00964,Itron,13,2024-12-27,1,,False,Activo
MD-00965,CL-00965,Sensus,13,2025-04-23,0,,False,Activo
MD-00966,CL-00966,Sensus,15,2020-11-09,5,2020-09-14,True,Activo
MD-00967,CL-00967,Zenner,13,2025-08-08,0,,False,Activo
MD-00968,CL-00968,Actaris,15,2023-03-18,2,,False,Activo
MD-00969,CL-00969,Sensus,13,2023-06-16,2,,False,Activo
MD-00970,CL-00970,Elster,15,2015-07-17,10,2024-06-19,False,Activo
MD-00971,CL-00971,Elster,13,2016-07-14,9,2023-09-27,False,Activo
MD-00972,CL-00972,Elster,13,2021-05-20,4,2024-03-06,False,Activo
MD-00973,CL-00973,Elster,38,2016-01-07,9,2021-03-01,False,Activo
MD-00974,CL-00974,Zenner,15,2018-11-09,7,2021-11-02,False,Activo
MD-00975,CL-00975,Actaris,19,2022-04-25,3,2020-07-30,False,Activo
MD-00976,CL-00976,Elster,19,2016-05-07,9,2022-10-07,False,Activo
MD-00977,CL-00977,Sensus,13,2019-11-13,6,2025-02-16,False,Activo
MD-00978,CL-00978,Zenner,13,2017-11-02,8,2025-10-31,False,Activo
MD-00979,CL-00979,Actaris,38,2024-07-13,1,,False,Activo
MD-00980,CL-00980,Actaris,19,2014-12-19,11,2024-01-17,False,Activo
MD-00981,CL-00981,Actaris,13,2017-11-24,8,2021-01-08,False,Activo
MD-00982,CL-00982,Itron,19,2017-07-19,8,2022-02-16,False,Activo
MD-00983,CL-00983,Zenner,13,2019-02-19,6,2024-05-24,False,Activo
MD-00984,CL-00984,Actaris,13,2025-09-05,0,,False,Activo
MD-00985,CL-00985,Elster,15,2019-09-25,6,2022-09-17,False,Activo
MD-00986,CL-00986,Sensus,13,2023-06-18,2,,False,Activo
MD-00987,CL-00987,Actaris,15,2025-01-13,0,,False,Activo
MD-00988,CL-00988,Elster,15,2022-03-18,3,2026-02-23,False,Activo
MD-00989,CL-00989,Actaris,13,2015-01-23,10,2023-01-23,False,Activo
MD-00990,CL-00990,Actaris,13,2016-05-17,9,2023-05-17,False,Activo
MD-00991,CL-00991,Zenner,13,2019-06-05,6,2024-03-29,False,Activo
MD-00992,CL-00992,Actaris,13,2022-05-13,3,2022-08-09,False,Activo
MD-00993,CL-00993,Zenner,13,2016-07-07,9,2022-11-16,False,Activo
MD-00994,CL-00994,Actaris,25,2018-04-17,7,2021-03-24,False,Activo
MD-00995,CL-00995,Actaris,13,2012-08-20,13,2021-08-27,False,Activo
MD-00996,CL-00996,Itron,25,2018-03-25,7,2023-02-08,False,Activo
MD-00997,CL-00997,Sensus,13,2011-06-10,14,2021-01-03,False,Activo
MD-00998,CL-00998,Elster,13,2025-11-13,0,,False,Activo
MD-00999,CL-00999,Itron,13,2013-11-25,12,2023-03-05,False,Activo
MD-01000,CL-01000,Zenner,13,2011-01-03,14,2024-12-11,False,Activo
MD-01001,CL-01001,Elster,15,2013-11-17,12,2025-05-28,False,Activo
MD-01002,CL-01002,Elster,13,2019-04-11,6,2024-09-01,False,Activo
MD-01003,CL-01003,Zenner,13,2016-10-11,9,2024-08-05,False,Activo
MD-01004,CL-01004,Itron,15,2018-12-11,7,2023-07-18,False,Activo
MD-01005,CL-01005,Elster,13,2013-05-06,12,2025-01-15,False,Activo
MD-01006,CL-01006,Elster,13,2020-09-24,5,2025-08-14,False,Activo
MD-01007,CL-01007,Actaris,15,2016-08-19,9,2021-12-25,False,Activo
MD-01008,CL-01008,Zenner,25,2023-10-01,2,,False,Activo
MD-01009,CL-01009,Itron,13,2016-12-06,9,2022-08-31,False,Activo
MD-01010,CL-01010,Itron,19,2024-07-07,1,,False,Activo
MD-01011,CL-01011,Sensus,25,2011-01-13,14,2021-03-06,False,Activo
MD-01012,CL-01012,Actaris,13,2018-08-09,7,2024-12-28,False,Activo
MD-01013,CL-01013,Itron,15,2014-02-06,11,2025-02-16,False,Activo
MD-01014,CL-01014,Itron,13,2020-03-24,5,2022-10-30,False,Activo
MD-01015,CL-01015,Elster,19,2022-12-10,3,2025-03-13,False,Activo
MD-01016,CL-01016,Zenner,13,2019-02-18,6,2023-10-21,False,Activo
MD-01017,CL-01017,Sensus,13,2024-08-20,1,,False,Activo
MD-01018,CL-01018,Actaris,13,2019-06-10,6,2026-03-07,False,Activo
MD-01019,CL-01019,Itron,13,2024-08-01,1,,False,Activo
MD-01020,CL-01020,Zenner,13,2022-07-21,3,2022-10-09,False,Activo
MD-01021,CL-01021,Elster,13,2020-04-18,5,2023-07-04,False,Activo
MD-01022,CL-01022,Zenner,13,2025-08-14,0,,False,Activo
MD-01023,CL-01023,Actaris,15,2018-12-23,7,2023-04-17,False,Activo
MD-01024,CL-01024,Sensus,13,2013-08-22,12,2021-09-17,False,Activo
MD-01025,CL-01025,Itron,19,2020-01-17,5,2025-08-13,False,Activo
MD-01026,CL-01026,Sensus,13,2015-05-17,10,2023-09-09,False,Activo
MD-01027,CL-01027,Itron,13,2016-12-11,9,2025-01-09,False,Activo
MD-01028,CL-01028,Zenner,15,2015-10-14,10,2025-06-24,False,Activo
MD-01029,CL-01029,Itron,13,2012-10-26,13,2020-10-26,True,Activo
MD-01030,CL-01030,Sensus,13,2013-10-10,12,2024-11-30,False,Activo
MD-01031,CL-01031,Zenner,13,2018-07-07,7,2021-11-04,False,Activo
MD-01032,CL-01032,Elster,15,2020-02-14,5,2024-06-21,False,Activo
MD-01033,CL-01033,Zenner,13,2022-05-19,3,2024-11-04,False,Activo
MD-01034,CL-01034,Elster,13,2013-04-09,12,2026-04-10,False,Activo
MD-01035,CL-01035,Itron,13,2024-12-10,1,,False,Activo
MD-01036,CL-01036,Actaris,15,2020-03-16,5,2024-07-17,False,Activo
MD-01037,CL-01037,Itron,15,2023-05-07,2,,False,Activo
MD-01038,CL-01038,Actaris,13,2013-01-26,12,2026-04-23,False,Activo
MD-01039,CL-01039,Itron,25,2024-04-18,1,,False,Activo
MD-01040,CL-01040,Actaris,15,2018-08-04,7,2022-05-08,False,Activo
MD-01041,CL-01041,Sensus,13,2017-02-27,8,2025-04-07,False,Activo
MD-01042,CL-01042,Zenner,15,2016-03-09,9,2025-11-08,False,Activo
MD-01043,CL-01043,Sensus,15,2019-10-01,6,2021-08-05,False,Activo
MD-01044,CL-01044,Actaris,13,2014-03-25,11,2023-01-31,False,Activo
MD-01045,CL-01045,Zenner,13,2020-09-23,5,2024-11-26,False,Activo
MD-01046,CL-01046,Sensus,38,2017-06-23,8,2020-07-17,True,Activo
MD-01047,CL-01047,Itron,15,2014-01-01,11,2026-04-01,False,Activo
MD-01048,CL-01048,Actaris,15,2021-02-09,4,2021-03-15,False,Activo
MD-01049,CL-01049,Sensus,13,2022-04-21,3,2025-05-16,False,Activo
MD-01050,CL-01050,Zenner,13,2021-12-04,4,2023-01-14,False,Activo
MD-01051,CL-01051,Actaris,13,2018-06-10,7,2021-02-13,False,Activo
MD-01052,CL-01052,Sensus,13,2024-10-10,1,,False,Activo
MD-01053,CL-01053,Zenner,13,2021-01-15,4,2022-04-30,False,Activo
MD-01054,CL-01054,Elster,25,2022-10-23,3,2024-04-18,False,Activo
MD-01055,CL-01055,Actaris,13,2012-01-02,13,2021-02-25,False,Activo
MD-01056,CL-01056,Elster,15,2022-01-13,3,2021-08-26,False,Activo
