id_lectura,id_medidor,fecha_lectura,lectura_acumulada_m3,consumo_m3,tipo_anomalia_real,tipo_anomalia_detectada
LC-0010961,MD-00914,2025-05-01,3682.55,21.49,Normal,Normal
LC-0010962,MD-00914,2025-06-01,3702.7,20.16,Normal,Normal
LC-0010963,MD-00914,2025-07-01,3721.91,19.2,Normal,Normal
LC-0010964,MD-00914,2025-08-01,3741.1,19.2,Normal,Normal
LC-0010965,MD-00914,2025-09-01,3761.1,20.0,Normal,Normal
LC-0010966,MD-00914,2025-10-01,3777.78,16.68,Normal,Normal
LC-0010967,MD-00914,2025-11-01,3797.96,20.18,Normal,Normal
LC-0010968,MD-00914,2025-12-01,3816.41,18.45,Normal,Normal
LC-0010969,MD-00915,2025-01-01,3407.48,14.25,Normal,Normal
LC-0010970,MD-00915,2025-02-01,3424.47,16.98,Normal,Normal
LC-0010971,MD-00915,2025-03-01,3437.61,13.14,Normal,Normal
LC-0010972,MD-00915,2025-04-01,3452.06,14.45,Normal,Normal
LC-0010973,MD-00915,2025-05-01,3467.11,15.05,Normal,Normal
LC-0010974,MD-00915,2025-06-01,3480.9,13.8,Normal,Normal
LC-0010975,MD-00915,2025-07-01,3496.46,15.56,Normal,Normal
LC-0010976,MD-00915,2025-08-01,3512.57,16.12,Normal,Normal
LC-0010977,MD-00915,2025-09-01,3526.92,14.35,Normal,Normal
LC-0010978,MD-00915,2025-10-01,3542.7,15.78,Normal,Normal
LC-0010979,MD-00915,2025-11-01,3558.93,16.23,Normal,Normal
LC-0010980,MD-00915,2025-12-01,3571.79,12.86,Normal,Normal
LC-0010981,MD-00916,2025-01-01,1013.11,34.9,Normal,Normal
LC-0010982,MD-00916,2025-02-01,1052.88,39.76,Normal,Normal
LC-0010983,MD-00916,2025-03-01,1086.77,33.9,Normal,Normal
LC-0010984,MD-00916,2025-04-01,1125.45,38.68,Normal,Normal
LC-0010985,MD-00916,2025-05-01,1157.18,31.72,Normal,Normal
LC-0010986,MD-00916,2025-06-01,1189.41,32.23,Normal,Normal
LC-0010987,MD-00916,2025-07-01,1230.49,41.08,Normal,Normal
LC-0010988,MD-00916,2025-08-01,1266.11,35.62,Normal,Normal
LC-0010989,MD-00916,2025-09-01,1300.22,34.12,Normal,Normal
LC-0010990,MD-00916,2025-10-01,1339.76,39.54,Normal,Normal
LC-0010991,MD-00916,2025-11-01,1378.97,39.21,Normal,Normal
LC-0010992,MD-00916,2025-12-01,1417.25,38.28,Normal,Normal
LC-0010993,MD-00917,2025-01-01,947.07,12.27,Normal,Normal
LC-0010994,MD-00917,2025-02-01,959.5,12.43,Normal,Normal
LC-0010995,MD-00917,2025-03-01,974.83,15.33,Normal,Normal
LC-0010996,MD-00917,2025-04-01,988.98,14.15,Normal,Normal
LC-0010997,MD-00917,2025-05-01,1004.37,15.39,Normal,Normal
LC-0010998,MD-00917,2025-06-01,1018.53,14.17,Normal,Normal
LC-0010999,MD-00917,2025-07-01,1031.64,13.1,Normal,Normal
LC-0011000,MD-00917,2025-08-01,1045.38,13.75,Normal,Normal
LC-0011001,MD-00917,2025-09-01,1059.38,13.99,Normal,Normal
LC-0011002,MD-00917,2025-10-01,1075.5,16.13,Normal,Normal
LC-0011003,MD-00917,2025-11-01,1089.97,14.47,Normal,Normal
LC-0011004,MD-00917,2025-12-01,1102.86,12.88,Normal,Normal
LC-0011005,MD-00918,2025-01-01,1970.45,18.37,Normal,Normal
LC-0011006,MD-00918,2025-02-01,1989.8,19.36,Normal,Normal
LC-0011007,MD-00918,2025-03-01,2010.64,20.84,Normal,Normal
LC-0011008,MD-00918,2025-04-01,2029.06,18.42,Normal,Normal
LC-0011009,MD-00918,2025-05-01,2047.25,18.19,Normal,Normal
LC-0011010,MD-00918,2025-06-01,2066.04,18.79,Normal,Normal
LC-0011011,MD-00918,2025-07-01,2083.21,17.16,Normal,Normal
LC-0011012,MD-00918,2025-08-01,2103.17,19.96,Normal,Normal
LC-0011013,MD-00918,2025-09-01,2122.3,19.13,Normal,Normal
LC-0011014,MD-00918,2025-10-01,2122.3,0.0,Medidor Detenido,Medidor Detenido
LC-0011015,MD-00918,2025-11-01,2122.3,0.0,Medidor Detenido,Medidor Detenido
LC-0011016,MD-00918,2025-12-01,2122.3,0.0,Medidor Detenido,Medidor Detenido
LC-0011017,MD-00919,2025-01-01,3973.39,15.97,Normal,Normal
LC-0011018,MD-00919,2025-02-01,3985.79,12.4,Normal,Normal
LC-0011019,MD-00919,2025-03-01,4003.68,17.9,Normal,Normal
LC-0011020,MD-00919,2025-04-01,4020.31,16.63,Normal,Normal
LC-0011021,MD-00919,2025-05-01,4035.49,15.17,Normal,Normal
LC-0011022,MD-00919,2025-06-01,4051.04,15.55,Normal,Normal
LC-0011023,MD-00919,2025-07-01,4066.11,15.07,Normal,Normal
LC-0011024,MD-00919,2025-08-01,4079.9,13.79,Normal,Normal
LC-0011025,MD-00919,2025-09-01,4095.84,15.95,Normal,Normal
LC-0011026,MD-00919,2025-10-01,4111.98,16.13,Normal,Normal
LC-0011027,MD-00919,2025-11-01,4125.68,13.71,Normal,Normal
LC-0011028,MD-00919,2025-12-01,4140.2,14.52,Normal,Normal
LC-0011029,MD-00920,2025-01-01,4351.68,18.02,Normal,Normal
LC-0011030,MD-00920,2025-02-01,4371.64,19.95,Normal,Normal
LC-0011031,MD-00920,2025-03-01,4390.49,18.86,Normal,Normal
LC-0011032,MD-00920,2025-04-01,4410.57,20.08,Normal,Normal
LC-0011033,MD-00920,2025-05-01,4425.77,15.2,Normal,Normal
LC-0011034,MD-00920,2025-06-01,4443.59,17.82,Normal,Normal
LC-0011035,MD-00920,2025-07-01,4463.54,19.95,Normal,Normal
LC-0011036,MD-00920,2025-08-01,4482.17,18.63,Normal,Normal
LC-0011037,MD-00920,2025-09-01,4502.56,20.39,Normal,Normal
LC-0011038,MD-00920,2025-10-01,4518.9,16.34,Normal,Normal
LC-0011039,MD-00920,2025-11-01,4539.12,20.22,Normal,Normal
LC-0011040,MD-00920,2025-12-01,4557.24,18.12,Normal,Normal
LC-0011041,MD-00921,2025-01-01,1850.47,17.07,Normal,Normal
LC-0011042,MD-00921,2025-02-01,1866.22,15.75,Normal,Normal
LC-0011043,MD-00921,2025-03-01,1882.73,16.51,Normal,Normal
LC-0011044,MD-00921,2025-04-01,1898.85,16.12,Normal,Normal
LC-0011045,MD-00921,2025-05-01,1914.27,15.42,Normal,Normal
LC-0011046,MD-00921,2025-06-01,1930.65,16.37,Normal,Normal
LC-0011047,MD-00921,2025-07-01,1948.19,17.54,Normal,Normal
LC-0011048,MD-00921,2025-08-01,1968.35,20.16,Normal,Normal
LC-0011049,MD-00921,2025-09-01,1984.55,16.2,Normal,Normal
LC-0011050,MD-00921,2025-10-01,2003.7,19.15,Normal,Normal
LC-0011051,MD-00921,2025-11-01,2021.65,17.95,Normal,Normal
LC-0011052,MD-00921,2025-12-01,2039.9,18.25,Normal,Normal
LC-0011053,MD-00922,2025-01-01,2836.62,12.78,Normal,Normal
LC-0011054,MD-00922,2025-02-01,2850.63,14.01,Normal,Normal
LC-0011055,MD-00922,2025-03-01,2864.49,13.85,Normal,Normal
LC-0011056,MD-00922,2025-04-01,2878.18,13.69,Normal,Normal
LC-0011057,MD-00922,2025-05-01,2892.67,14.5,Normal,Normal
LC-0011058,MD-00922,2025-06-01,2905.8,13.13,Normal,Normal
LC-0011059,MD-00922,2025-07-01,2920.64,14.84,Normal,Normal
LC-0011060,MD-00922,2025-08-01,2932.97,12.33,Normal,Normal
LC-0011061,MD-00922,2025-09-01,2946.28,13.31,Normal,Normal
LC-0011062,MD-00922,2025-10-01,2960.27,13.99,Normal,Normal
LC-0011063,MD-00922,2025-11-01,2971.82,11.55,Normal,Normal
LC-0011064,MD-00922,2025-12-01,2984.91,13.09,Normal,Normal
LC-0011065,MD-00923,2025-01-01,4386.62,12.93,Normal,Normal
LC-0011066,MD-00923,2025-02-01,4400.9,14.28,Normal,Normal
LC-0011067,MD-00923,2025-03-01,4414.9,13.99,Normal,Normal
LC-0011068,MD-00923,2025-04-01,4430.54,15.64,Normal,Normal
LC-0011069,MD-00923,2025-05-01,4443.45,12.92,Normal,Normal
LC-0011070,MD-00923,2025-06-01,4458.44,14.99,Normal,Normal
LC-0011071,MD-00923,2025-07-01,4471.05,12.61,Normal,Normal
LC-0011072,MD-00923,2025-08-01,4484.38,13.33,Normal,Normal
LC-0011073,MD-00923,2025-09-01,4497.27,12.89,Normal,Normal
LC-0011074,MD-00923,2025-10-01,4510.32,13.05,Normal,Normal
LC-0011075,MD-00923,2025-11-01,4523.74,13.42,Normal,Normal
LC-0011076,MD-00923,2025-12-01,4538.89,15.15,Normal,Normal
LC-0011077,MD-00924,2025-01-01,3273.28,16.81,Normal,Normal
LC-0011078,MD-00924,2025-02-01,3290.36,17.07,Normal,Normal
LC-0011079,MD-00924,2025-03-01,3310.21,19.86,Normal,Consumo Elevado
LC-0011080,MD-00924,2025-04-01,3330.97,20.76,Normal,Consumo Elevado
LC-0011081,MD-00924,2025-05-01,3351.13,20.16,Normal,Consumo Elevado
LC-0011082,MD-00924,2025-06-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011083,MD-00924,2025-07-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011084,MD-00924,2025-08-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011085,MD-00924,2025-09-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011086,MD-00924,2025-10-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011087,MD-00924,2025-11-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011088,MD-00924,2025-12-01,3351.13,0.0,Medidor Detenido,Medidor Detenido
LC-0011089,MD-00925,2025-01-01,4235.97,15.02,Normal,Normal
LC-0011090,MD-00925,2025-02-01,4249.67,13.7,Normal,Normal
LC-0011091,MD-00925,2025-03-01,4263.97,14.3,Normal,Normal
LC-0011092,MD-00925,2025-04-01,4277.04,13.06,Normal,Normal
LC-0011093,MD-00925,2025-05-01,4291.15,14.11,Normal,Normal
LC-0011094,MD-00925,2025-06-01,4303.9,12.75,Normal,Normal
LC-0011095,MD-00925,2025-07-01,4316.98,13.08,Normal,Normal
LC-0011096,MD-00925,2025-08-01,4331.53,14.56,Normal,Normal
LC-0011097,MD-00925,2025-09-01,4344.66,13.13,Normal,Normal
LC-0011098,MD-00925,2025-10-01,4359.12,14.46,Normal,Normal
LC-0011099,MD-00925,2025-11-01,4373.22,14.1,Normal,Normal
LC-0011100,MD-00925,2025-12-01,4389.86,16.64,Normal,Normal
LC-0011101,MD-00926,2025-01-01,1043.93,41.96,Normal,Normal
LC-0011102,MD-00926,2025-02-01,1090.31,46.39,Normal,Normal
LC-0011103,MD-00926,2025-03-01,1127.93,37.62,Normal,Normal
LC-0011104,MD-00926,2025-04-01,1167.0,39.07,Normal,Normal
LC-0011105,MD-00926,2025-05-01,1206.35,39.35,Normal,Normal
LC-0011106,MD-00926,2025-06-01,1241.97,35.62,Normal,Normal
LC-0011107,MD-00926,2025-07-01,1282.24,40.27,Normal,Normal
LC-0011108,MD-00926,2025-08-01,1327.19,44.96,Normal,Normal
LC-0011109,MD-00926,2025-09-01,1371.1,43.91,Normal,Normal
LC-0011110,MD-00926,2025-10-01,1416.12,45.02,Normal,Normal
LC-0011111,MD-00926,2025-11-01,1455.16,39.04,Normal,Normal
LC-0011112,MD-00926,2025-12-01,1492.58,37.41,Normal,Normal
LC-0011113,MD-00927,2025-01-01,3385.59,15.3,Normal,Normal
LC-0011114,MD-00927,2025-02-01,3401.82,16.23,Normal,Normal
LC-0011115,MD-00927,2025-03-01,3418.63,16.81,Normal,Normal
LC-0011116,MD-00927,2025-04-01,3432.13,13.5,Normal,Normal
LC-0011117,MD-00927,2025-05-01,3448.17,16.03,Normal,Normal
LC-0011118,MD-00927,2025-06-01,3463.53,15.36,Normal,Normal
LC-0011119,MD-00927,2025-07-01,3480.84,17.31,Normal,Normal
LC-0011120,MD-00927,2025-08-01,3496.78,15.94,Normal,Normal
LC-0011121,MD-00927,2025-09-01,3509.22,12.44,Normal,Normal
LC-0011122,MD-00927,2025-10-01,3525.25,16.03,Normal,Normal
LC-0011123,MD-00927,2025-11-01,3538.18,12.93,Normal,Normal
LC-0011124,MD-00927,2025-12-01,3555.24,17.06,Normal,Normal
LC-0011125,MD-00928,2025-01-01,1999.43,41.79,Normal,Normal
LC-0011126,MD-00928,2025-02-01,2034.68,35.25,Normal,Normal
LC-0011127,MD-00928,2025-03-01,2073.75,39.07,Normal,Normal
LC-0011128,MD-00928,2025-04-01,2117.67,43.92,Normal,Normal
LC-0011129,MD-00928,2025-05-01,2158.31,40.64,Normal,Normal
LC-0011130,MD-00928,2025-06-01,2197.78,39.47,Normal,Normal
LC-0011131,MD-00928,2025-07-01,2237.37,39.59,Normal,Normal
LC-0011132,MD-00928,2025-08-01,2273.81,36.44,Normal,Normal
LC-0011133,MD-00928,2025-09-01,2313.52,39.71,Submedicion,Normal
LC-0011134,MD-00928,2025-10-01,2347.27,33.75,Submedicion,Normal
LC-0011135,MD-00928,2025-11-01,2375.06,27.8,Submedicion,Normal
LC-0011136,MD-00928,2025-12-01,2396.9,21.84,Submedicion,Normal
LC-0011137,MD-00929,2025-01-01,2865.93,18.94,Normal,Normal
LC-0011138,MD-00929,2025-02-01,2882.31,16.38,Normal,Normal
LC-0011139,MD-00929,2025-03-01,2901.22,18.91,Normal,Normal
LC-0011140,MD-00929,2025-04-01,2919.5,18.27,Normal,Normal
LC-0011141,MD-00929,2025-05-01,2935.65,16.16,Normal,Normal
LC-0011142,MD-00929,2025-06-01,2956.14,20.48,Normal,Normal
LC-0011143,MD-00929,2025-07-01,2974.91,18.78,Normal,Normal
LC-0011144,MD-00929,2025-08-01,2991.33,16.41,Normal,Normal
LC-0011145,MD-00929,2025-09-01,3009.52,18.2,Normal,Normal
LC-0011146,MD-00929,2025-10-01,3025.14,15.62,Normal,Normal
LC-0011147,MD-00929,2025-11-01,3040.65,15.51,Normal,Normal
LC-0011148,MD-00929,2025-12-01,3060.34,19.69,Normal,Normal
LC-0011149,MD-00930,2025-01-01,1673.19,47.22,Normal,Normal
LC-0011150,MD-00930,2025-02-01,1724.28,51.08,Normal,Normal
LC-0011151,MD-00930,2025-03-01,1770.74,46.46,Normal,Normal
LC-0011152,MD-00930,2025-04-01,1819.2,48.47,Normal,Normal
LC-0011153,MD-00930,2025-05-01,1867.25,48.05,Normal,Normal
LC-0011154,MD-00930,2025-06-01,1927.17,59.92,Normal,Normal
LC-0011155,MD-00930,2025-07-01,1972.24,45.07,Normal,Normal
LC-0011156,MD-00930,2025-08-01,2019.24,47.0,Normal,Normal
LC-0011157,MD-00930,2025-09-01,2067.19,47.95,Normal,Normal
LC-0011158,MD-00930,2025-10-01,2115.55,48.37,Normal,Normal
LC-0011159,MD-00930,2025-11-01,2169.75,54.19,Normal,Normal
LC-0011160,MD-00930,2025-12-01,2218.91,49.16,Normal,Normal
LC-0011161,MD-00931,2025-01-01,2175.2,16.07,Normal,Normal
LC-0011162,MD-00931,2025-02-01,2191.92,16.72,Normal,Normal
LC-0011163,MD-00931,2025-03-01,2206.84,14.93,Normal,Normal
LC-0011164,MD-00931,2025-04-01,2222.15,15.31,Normal,Normal
LC-0011165,MD-00931,2025-05-01,2237.89,15.73,Normal,Normal
LC-0011166,MD-00931,2025-06-01,2255.01,17.12,Normal,Normal
LC-0011167,MD-00931,2025-07-01,2269.97,14.96,Normal,Normal
LC-0011168,MD-00931,2025-08-01,2285.84,15.86,Normal,Normal
LC-0011169,MD-00931,2025-09-01,2303.67,17.83,Normal,Normal
LC-0011170,MD-00931,2025-10-01,2319.16,15.49,Normal,Normal
LC-0011171,MD-00931,2025-11-01,2334.06,14.89,Normal,Normal
LC-0011172,MD-00931,2025-12-01,2350.49,16.43,Normal,Normal
LC-0011173,MD-00932,2025-01-01,1544.08,9.46,Normal,Normal
LC-0011174,MD-00932,2025-02-01,1556.16,12.08,Normal,Normal
LC-0011175,MD-00932,2025-03-01,1567.95,11.79,Normal,Normal
LC-0011176,MD-00932,2025-04-01,1578.91,10.95,Normal,Normal
LC-0011177,MD-00932,2025-05-01,1590.91,12.0,Normal,Normal
LC-0011178,MD-00932,2025-06-01,1603.28,12.37,Normal,Normal
LC-0011179,MD-00932,2025-07-01,1614.03,10.75,Normal,Normal
LC-0011180,MD-00932,2025-08-01,1625.39,11.35,Normal,Normal
LC-0011181,MD-00932,2025-09-01,1638.4,13.01,Normal,Normal
LC-0011182,MD-00932,2025-10-01,1649.36,10.96,Normal,Normal
LC-0011183,MD-00932,2025-11-01,1661.06,11.7,Normal,Normal
LC-0011184,MD-00932,2025-12-01,1670.25,9.19,Normal,Normal
LC-0011185,MD-00933,2025-01-01,1178.7,303.3,Normal,Normal
LC-0011186,MD-00933,2025-02-01,1467.86,289.15,Normal,Normal
LC-0011187,MD-00933,2025-03-01,1761.02,293.16,Normal,Normal
LC-0011188,MD-00933,2025-04-01,2060.66,299.65,Normal,Normal
LC-0011189,MD-00933,2025-05-01,2350.86,290.2,Normal,Normal
LC-0011190,MD-00933,2025-06-01,2364.17,13.31,Falla Metrologica,Normal
LC-0011191,MD-00933,2025-07-01,3295.92,931.75,Falla Metrologica,Falla Metrologica
LC-0011192,MD-00933,2025-08-01,4227.67,931.75,Falla Metrologica,Consumo Elevado
LC-0011193,MD-00933,2025-09-01,4254.29,26.62,Falla Metrologica,Falla Metrologica
LC-0011194,MD-00933,2025-10-01,4267.6,13.31,Falla Metrologica,Normal
LC-0011195,MD-00933,2025-11-01,5013.0,745.4,Falla Metrologica,Falla Metrologica
LC-0011196,MD-00933,2025-12-01,5026.31,13.31,Falla Metrologica,Falla Metrologica
LC-0011197,MD-00934,2025-01-01,3143.8,12.64,Normal,Normal
LC-0011198,MD-00934,2025-02-01,3157.83,14.03,Normal,Normal
LC-0011199,MD-00934,2025-03-01,3169.69,11.86,Normal,Normal
LC-0011200,MD-00934,2025-04-01,3182.83,13.14,Normal,Normal
LC-0011201,MD-00934,2025-05-01,3195.09,12.26,Normal,Normal
LC-0011202,MD-00934,2025-06-01,3207.98,12.89,Normal,Normal
LC-0011203,MD-00934,2025-07-01,3221.04,13.06,Normal,Normal
LC-0011204,MD-00934,2025-08-01,3233.31,12.27,Normal,Normal
LC-0011205,MD-00934,2025-09-01,3244.6,11.3,Normal,Normal
LC-0011206,MD-00934,2025-10-01,3255.66,11.06,Normal,Normal
LC-0011207,MD-00934,2025-11-01,3269.05,13.39,Normal,Normal
LC-0011208,MD-00934,2025-12-01,3281.93,12.88,Normal,Normal
LC-0011209,MD-00935,2025-01-01,4101.58,52.35,Normal,Normal
LC-0011210,MD-00935,2025-02-01,4142.75,41.17,Normal,Normal
LC-0011211,MD-00935,2025-03-01,4197.0,54.25,Normal,Normal
LC-0011212,MD-00935,2025-04-01,4247.81,50.81,Normal,Normal
LC-0011213,MD-00935,2025-05-01,4301.39,53.58,Normal,Normal
LC-0011214,MD-00935,2025-06-01,4354.49,53.1,Normal,Normal
LC-0011215,MD-00935,2025-07-01,4406.84,52.35,Normal,Normal
LC-0011216,MD-00935,2025-08-01,4456.28,49.44,Normal,Normal
LC-0011217,MD-00935,2025-09-01,4505.76,49.48,Normal,Normal
LC-0011218,MD-00935,2025-10-01,4556.59,50.84,Normal,Normal
LC-0011219,MD-00935,2025-11-01,4608.35,51.76,Normal,Normal
LC-0011220,MD-00935,2025-12-01,4657.68,49.33,Normal,Normal
LC-0011221,MD-00936,2025-01-01,4421.18,14.66,Normal,Normal
LC-0011222,MD-00936,2025-02-01,4435.72,14.54,Normal,Normal
LC-0011223,MD-00936,2025-03-01,4451.19,15.47,Normal,Normal
LC-0011224,MD-00936,2025-04-01,4465.84,14.65,Normal,Normal
LC-0011225,MD-00936,2025-05-01,4479.61,13.78,Normal,Normal
LC-0011226,MD-00936,2025-06-01,4492.08,12.47,Normal,Normal
LC-0011227,MD-00936,2025-07-01,4505.87,13.79,Normal,Normal
LC-0011228,MD-00936,2025-08-01,4521.23,15.36,Normal,Normal
LC-0011229,MD-00936,2025-09-01,4535.17,13.94,Normal,Normal
LC-0011230,MD-00936,2025-10-01,4536.6,1.43,Falla Metrologica,Normal
LC-0011231,MD-00936,2025-11-01,4586.72,50.12,Falla Metrologica,Falla Metrologica
LC-0011232,MD-00936,2025-12-01,4587.43,0.72,Falla Metrologica,Falla Metrologica
LC-0011233,MD-00937,2025-01-01,3985.44,21.27,Normal,Normal
LC-0011234,MD-00937,2025-02-01,4007.38,21.94,Normal,Normal
LC-0011235,MD-00937,2025-03-01,4027.55,20.17,Normal,Normal
LC-0011236,MD-00937,2025-04-01,4043.24,15.69,Normal,Normal
LC-0011237,MD-00937,2025-05-01,4060.72,17.48,Normal,Normal
LC-0011238,MD-00937,2025-06-01,4074.79,14.08,Normal,Normal
LC-0011239,MD-00937,2025-07-01,4093.64,18.85,Normal,Normal
LC-0011240,MD-00937,2025-08-01,4114.66,21.02,Normal,Normal
LC-0011241,MD-00937,2025-09-01,4134.47,19.81,Normal,Normal
LC-0011242,MD-00937,2025-10-01,4150.44,15.97,Normal,Normal
LC-0011243,MD-00937,2025-11-01,4171.11,20.67,Normal,Normal
LC-0011244,MD-00937,2025-12-01,4191.5,20.39,Normal,Normal
LC-0011245,MD-00938,2025-01-01,3506.92,16.21,Normal,Normal
LC-0011246,MD-00938,2025-02-01,3523.46,16.53,Normal,Normal
LC-0011247,MD-00938,2025-03-01,3540.98,17.53,Normal,Normal
LC-0011248,MD-00938,2025-04-01,3558.55,17.57,Normal,Normal
LC-0011249,MD-00938,2025-05-01,3571.38,12.83,Normal,Normal
LC-0011250,MD-00938,2025-06-01,3587.38,15.99,Normal,Normal
LC-0011251,MD-00938,2025-07-01,3603.43,16.06,Normal,Normal
LC-0011252,MD-00938,2025-08-01,3620.66,17.23,Normal,Normal
LC-0011253,MD-00938,2025-09-01,3636.92,16.26,Normal,Normal
LC-0011254,MD-00938,2025-10-01,3654.22,17.29,Normal,Normal
LC-0011255,MD-00938,2025-11-01,3669.16,14.94,Normal,Normal
LC-0011256,MD-00938,2025-12-01,3685.85,16.69,Normal,Normal
LC-0011257,MD-00939,2025-01-01,3320.57,14.53,Normal,Normal
LC-0011258,MD-00939,2025-02-01,3333.76,13.18,Normal,Normal
LC-0011259,MD-00939,2025-03-01,3346.35,12.59,Normal,Normal
LC-0011260,MD-00939,2025-04-01,3361.78,15.43,Normal,Normal
LC-0011261,MD-00939,2025-05-01,3376.66,14.88,Normal,Normal
LC-0011262,MD-00939,2025-06-01,3390.74,14.08,Normal,Normal
LC-0011263,MD-00939,2025-07-01,3403.28,12.54,Normal,Normal
LC-0011264,MD-00939,2025-08-01,3417.94,14.66,Normal,Normal
LC-0011265,MD-00939,2025-09-01,3417.94,0.0,Medidor Detenido,Medidor Detenido
LC-0011266,MD-00939,2025-10-01,3417.94,0.0,Medidor Detenido,Medidor Detenido
LC-0011267,MD-00939,2025-11-01,3417.94,0.0,Medidor Detenido,Medidor Detenido
LC-0011268,MD-00939,2025-12-01,3417.94,0.0,Medidor Detenido,Medidor Detenido
LC-0011269,MD-00940,2025-01-01,1202.98,12.5,Normal,Normal
LC-0011270,MD-00940,2025-02-01,1214.17,11.19,Normal,Normal
LC-0011271,MD-00940,2025-03-01,1226.76,12.59,Normal,Normal
LC-0011272,MD-00940,2025-04-01,1239.07,12.31,Normal,Normal
LC-0011273,MD-00940,2025-05-01,1251.35,12.28,Normal,Normal
LC-0011274,MD-00940,2025-06-01,1263.87,12.52,Normal,Normal
LC-0011275,MD-00940,2025-07-01,1275.78,11.91,Normal,Normal
LC-0011276,MD-00940,2025-08-01,1291.63,15.84,Normal,Normal
LC-0011277,MD-00940,2025-09-01,1304.23,12.6,Normal,Normal
LC-0011278,MD-00940,2025-10-01,1316.48,12.25,Normal,Normal
LC-0011279,MD-00940,2025-11-01,1329.34,12.87,Normal,Normal
LC-0011280,MD-00940,2025-12-01,1340.98,11.64,Normal,Normal
LC-0011281,MD-00941,2025-01-01,1755.93,16.76,Normal,Normal
LC-0011282,MD-00941,2025-02-01,1774.25,18.32,Normal,Normal
LC-0011283,MD-00941,2025-03-01,1793.08,18.84,Normal,Normal
LC-0011284,MD-00941,2025-04-01,1811.64,18.55,Normal,Normal
LC-0011285,MD-00941,2025-05-01,1827.03,15.4,Normal,Normal
LC-0011286,MD-00941,2025-06-01,1842.79,15.75,Normal,Normal
LC-0011287,MD-00941,2025-07-01,1861.87,19.09,Normal,Normal
LC-0011288,MD-00941,2025-08-01,1879.39,17.51,Normal,Normal
LC-0011289,MD-00941,2025-09-01,1900.65,21.26,Normal,Normal
LC-0011290,MD-00941,2025-10-01,1920.64,19.99,Normal,Normal
LC-0011291,MD-00941,2025-11-01,1936.86,16.22,Normal,Normal
LC-0011292,MD-00941,2025-12-01,1956.39,19.53,Normal,Normal
LC-0011293,MD-00942,2025-01-01,3852.4,15.17,Normal,Normal
LC-0011294,MD-00942,2025-02-01,3868.17,15.77,Normal,Normal
LC-0011295,MD-00942,2025-03-01,3881.69,13.53,Normal,Normal
LC-0011296,MD-00942,2025-04-01,3896.5,14.81,Normal,Normal
LC-0011297,MD-00942,2025-05-01,3911.01,14.51,Normal,Normal
LC-0011298,MD-00942,2025-06-01,3925.96,14.94,Normal,Normal
LC-0011299,MD-00942,2025-07-01,3940.13,14.17,Normal,Normal
LC-0011300,MD-00942,2025-08-01,3956.48,16.35,Normal,Normal
LC-0011301,MD-00942,2025-09-01,3956.48,0.0,Medidor Detenido,Medidor Detenido
LC-0011302,MD-00942,2025-10-01,3956.48,0.0,Medidor Detenido,Medidor Detenido
LC-0011303,MD-00942,2025-11-01,3956.48,0.0,Medidor Detenido,Medidor Detenido
LC-0011304,MD-00942,2025-12-01,3956.48,0.0,Medidor Detenido,Medidor Detenido
LC-0011305,MD-00943,2025-01-01,3688.78,16.25,Normal,Normal
LC-0011306,MD-00943,2025-02-01,3707.34,18.56,Normal,Normal
LC-0011307,MD-00943,2025-03-01,3722.38,15.03,Normal,Normal
LC-0011308,MD-00943,2025-04-01,3738.73,16.35,Normal,Normal
LC-0011309,MD-00943,2025-05-01,3754.26,15.53,Normal,Normal
LC-0011310,MD-00943,2025-06-01,3770.98,16.72,Normal,Normal
LC-0011311,MD-00943,2025-07-01,3785.83,14.85,Normal,Normal
LC-0011312,MD-00943,2025-08-01,3803.33,17.51,Normal,Normal
LC-0011313,MD-00943,2025-09-01,3820.97,17.64,Normal,Normal
LC-0011314,MD-00943,2025-10-01,3839.66,18.69,Normal,Normal
LC-0011315,MD-00943,2025-11-01,3857.47,17.81,Normal,Normal
LC-0011316,MD-00943,2025-12-01,3875.27,17.8,Normal,Normal
LC-0011317,MD-00944,2025-01-01,514.13,11.09,Normal,Normal
LC-0011318,MD-00944,2025-02-01,526.24,12.11,Normal,Normal
LC-0011319,MD-00944,2025-03-01,538.52,12.29,Normal,Normal
LC-0011320,MD-00944,2025-04-01,549.45,10.93,Normal,Normal
LC-0011321,MD-00944,2025-05-01,563.43,13.98,Normal,Normal
LC-0011322,MD-00944,2025-06-01,577.9,14.47,Normal,Normal
LC-0011323,MD-00944,2025-07-01,590.81,12.9,Normal,Normal
LC-0011324,MD-00944,2025-08-01,604.43,13.62,Normal,Normal
LC-0011325,MD-00944,2025-09-01,615.78,11.35,Normal,Normal
LC-0011326,MD-00944,2025-10-01,628.51,12.73,Normal,Normal
LC-0011327,MD-00944,2025-11-01,640.78,12.28,Normal,Normal
LC-0011328,MD-00944,2025-12-01,654.08,13.3,Normal,Normal
LC-0011329,MD-00945,2025-01-01,2411.93,15.98,Normal,Normal
